external_id,question_text,choice_0,choice_1,choice_2,choice_3,correct_index,explanation,type,difficulty,tone,tags,usage_note
TP0404,"A: She's trying to get me fired.
B: You need to watch your ___.",head,front,back,side,2,警戒を怠らないこと、特に裏切りに対して。,idiom,hard,casual,"Social, Action",危険な人物や状況に対して警告する時に使われます。
TP0405,"A: The new system is so much better.
B: It's a game ___.",changer,breaker,player,maker,0,状況を劇的に変える画期的なもの。,idiom,hard,casual,"Work, Action",革新的なアイデアや製品に対して使われます。
TP0406,"A: I don't know how to fix this issue.
B: We're in uncharted ___.",spaces,lands,skies,waters,3,未知の領域や経験したことのない状況。,idiom,hard,professional,"Work, Action",前例のない問題に直面した時に使われます。
TP0407,"A: He's always complaining about everything.
B: He's such a wet ___.",sheet,pillow,blanket,towel,2,他人の楽しみを台無しにする人。,idiom,hard,casual,"Emotion, Social",場を白けさせる人に対して使われます。
TP0408,"A: I'm not sure if I can trust him.
B: Take his words with a grain of ___.",pepper,spice,sugar,salt,3,話を鵜呑みにせず、少し疑ってかかること。,idiom,hard,casual,"Communication, Social",誇張しがちな人の話を聞く時に使われます。
TP0409,"A: We need to start from the beginning.
B: Back to the drawing ___.",desk,board,paper,table,1,計画が失敗し、最初からやり直すこと。,idiom,hard,professional,"Work, Action",振り出しに戻った時によく使われます。
TP0410,"A: He's trying to do too many things at once.
B: He's spreading himself too ___.",thin,long,wide,far,0,手を広げすぎて、どれも中途半端になること。,idiom,hard,casual,"Work, Action",キャパオーバーになっている人に対して使われます。
TP0411,"A: The project is failing, and everyone is blaming each other.
B: It's a complete ___.",boat sink,car crash,plane crash,train wreck,3,大惨事、または完全に失敗した状況。,idiom,hard,casual,"Work, Emotion",取り返しのつかない大失敗に対して使われます。
TP0412,"A: I can't figure out this math problem.
B: It's completely over my ___.",thoughts,head,mind,brain,1,難しすぎて理解できないこと。,idiom,hard,casual,"Learning, Emotion",自分の理解を超えている時に使われます。
TP0413,"A: She's always trying to one-up me.
B: She has a real chip on her ___.",neck,arm,shoulder,back,2,過去の不満や劣等感から、喧嘩腰であること。,idiom,hard,casual,"Emotion, Social",常に反抗的な態度をとる人に対して使われます。
TP0414,"A: We need to make a decision now.
B: It's crunch ___.",minute,second,hour,time,3,重要な決断を下すべき、または結果を出すべき正念場。,idiom,hard,casual,"Time, Work",プレッシャーのかかる重要な局面で使われます。
TP0415,"A: He completely lost his temper during the meeting.
B: He really flew off the ___.",handle,switch,knob,lever,0,突然激怒すること。,idiom,hard,casual,"Emotion, Work",予期せずキレた人に対して使われます。
TP0416,"A: I'm so tired of his excuses.
B: I've had it up to ___.",everywhere,there,where,here,3,我慢の限界に達していること。,idiom,hard,casual,"Emotion, Social",イライラが頂点に達した時にジェスチャーを交えて使われます。
TP0417,"A: The presentation was a disaster.
B: We completely dropped the ___.",glove,bat,ball,base,2,責任を果たさず、大きなミスを犯すこと。,idiom,hard,casual,"Work, Action",期待を裏切るような失敗をした時に使われます。
TP0418,"A: He's always trying to find a shortcut.
B: He's always cutting ___.",lines,corners,edges,sides,1,手間やお金を省くために、手抜きをすること。,idiom,hard,casual,"Work, Action",品質を犠牲にしてズルをする人に対して使われます。
TP0419,"A: We need to address the main issue.
B: Let's talk about the elephant in the ___.",space,house,building,room,3,誰もが気づいているが、触れたがらない重大な問題。,idiom,hard,professional,"Communication, Work",避けられている話題を切り出す時に使われます。
TP0420,"A: He's always changing his mind.
B: He's completely ___.",wishy-washy,up-downy,flip-floppy,zig-zaggy,0,優柔不断で態度が定まらないこと。,vocabulary,hard,casual,"Emotion, Description",決断力のない人に対して使われます。
TP0421,"A: I'm not going to argue with him anymore.
B: Good idea, take the high ___.",street,path,way,road,3,相手の低俗な態度に合わせず、立派な態度をとること。,idiom,hard,casual,"Emotion, Social",争いを避けて大人な対応をする時に使われます。
TP0422,"A: The instructions are very confusing.
B: They're clear as ___.",air,water,mud,glass,2,全く理解できない、非常に不明確であること。,idiom,hard,casual,"Communication, Learning",皮肉を込めて「全く分からない」と言う時に使われます。
TP0423,"A: He got promoted even though he's terrible at his job.
B: He must have friends in high ___.",locations,places,spots,positions,1,権力や影響力を持つ有力な知り合いがいること。,idiom,hard,casual,"Work, Social",コネで成功したと思われる人に対して使われます。
TP0424,"A: I can't believe she said that to the boss.
B: She really put her foot in her ___.",mouth,bag,shoe,pocket,0,うっかり失言して、気まずい思いをすること。,idiom,hard,casual,"Communication, Emotion",言ってはいけないことを言ってしまった時に使われます。
TP0425,"A: The project is finally finished.
B: It's a huge weight off my ___.",head,back,chest,shoulders,3,重荷やプレッシャーから解放されて安心すること。,idiom,hard,casual,"Emotion, Work",大きな責任や心配事がなくなった時に使われます。
TP0426,"A: I have to study all night.
B: Time to ___.",burn the midnight oil,burn the morning oil,burn the evening oil,burn the afternoon oil,0,夜遅くまで勉強や仕事をすること。,idiom,hard,casual,"Work, Learning",試験前や締め切り前によく使われます。
TP0427,"A: I accused the wrong person.
B: You were ___.",barking up the wrong wall,barking up the wrong tree,barking up the wrong door,barking up the wrong house,1,見当違いをしている、間違った方向で努力していること。,idiom,hard,casual,"Action, Communication",犯人探しや原因究明で間違っている時に使われます。
TP0428,"A: The meeting is out of control.
B: It's completely ___.",out of arm,out of leg,out of hand,out of foot,2,手に負えなくなる、コントロールできなくなること。,idiom,hard,casual,"Work, Emotion",状況が悪化して収拾がつかない時に使われます。
TP0429,A: He always plays the ___ to test my ideas.,angel's advocate,god's advocate,demon's advocate,devil's advocate,3,議論を深めるために、あえて反対意見を述べる人のこと。,idiom,hard,professional,"Communication, Work",会議などで意図的に反論する時に使われます。
TP0430,"A: I lost my job, but I found a better one.
B: It was a ___.",blessing in disguise,curse in disguise,gift in disguise,luck in disguise,0,一見悪いことに見えて、実は良い結果をもたらすこと。,idiom,hard,casual,"Emotion, Work",後になってから良かったと気づいた時に使われます。
TP0431,"A: I'm so confused by this new software.
B: You'll ___ it soon.",wrap your head around,wrap your arm around,wrap your mind around,wrap your brain around,0,複雑なことや新しいことを理解すること。,idiom,hard,casual,"Learning, Work",理解するのが難しい状況でよく使われます。
TP0432,"A: Should I invest all my money in one stock?
B: Don't ___.",put all your eggs in one basket,put all your apples in one basket,put all your oranges in one basket,put all your fruits in one basket,0,全てのリソースを一つのことに集中させないようにという警告。,idiom,hard,casual,"Work, Money",リスク分散を勧める時によく使われます。
TP0433,"A: How is your grandfather doing?
B: He's ___.",fit as a guitar,fit as a piano,fit as a fiddle,fit as a drum,2,非常に健康であること。,idiom,hard,casual,"Health, Emotion",特に高齢者が元気な時に使われます。
TP0434,"A: I need to go to sleep.
B: Time to ___.",hit the bag,hit the box,hit the sack,hit the bed,2,寝る、床に就くこと。,idiom,hard,casual,"Time, Action",疲れて寝る時によく使われます。
TP0435,"A: I can't figure out how to use the coffee maker.
B: Come on, ___.",it's not brain surgery,it's not rocket science,it's not quantum physics,it's not computer science,1,そんなに難しくない、誰でもできるということ。,idiom,hard,casual,"Learning, Emotion",簡単なことを難しく考えている人に対して使われます。
TP0436,"A: He didn't do his chores, but I won't punish him this time.
B: You're ___.",letting him off the hook,letting him off the line,letting him off the string,letting him off the wire,0,責任や罰を免除すること。,idiom,hard,casual,"Action, Social",今回は許してあげる、という状況で使われます。
TP0437,"A: Did you invest in Bitcoin in 2010?
B: No, I ___.",missed the train,missed the bus,missed the boat,missed the flight,2,好機を逃すこと。,idiom,hard,casual,"Action, Time",チャンスを逃して後悔している時に使われます。
TP0438,"A: I'm working from home and getting paid well.
B: You have ___.",the best of both worlds,the best of two worlds,the best of all worlds,the best of everything,0,二つの異なる状況の利点を同時に享受すること。,idiom,hard,casual,"Work, Emotion",理想的な状況にある時に使われます。
TP0439,"A: Why are you so angry about a small mistake?
B: I shouldn't get ___.",bent out of form,bent out of line,bent out of shape,bent out of place,2,不必要に腹を立てたり、動揺したりすること。,idiom,hard,casual,"Emotion, Social",些細なことで怒っている人に対して使われます。
TP0440,"A: It started raining, and then my car broke down.
B: ___.",To make things worse,To make matters worse,To make issues worse,To make problems worse,1,さらに悪いことに、泣きっ面に蜂。,idiom,hard,casual,"Action, Emotion",悪いことが重なった時に使われます。
TP0441,"A: These cheap sunglasses are everywhere.
B: Yeah, they're ___.",a penny a dozen,a quarter a dozen,a dollar a dozen,a dime a dozen,3,ありふれていて価値が低いこと。,idiom,hard,casual,"Description, Money",特別ではない、どこにでもあるものに対して使われます。
TP0442,"A: First he fired me, then he insulted me.
B: That's ___.",adding salt to injury,adding insult to injury,adding pain to injury,adding hurt to injury,1,悪い状況をさらに悪化させること、泣きっ面に蜂。,idiom,hard,casual,"Emotion, Social",ひどい仕打ちが重なった時に使われます。
TP0443,"A: We already decided not to go. Stop talking about it.
B: Okay, I won't ___.",beat a dead dog,beat a dead cat,beat a dead horse,beat a dead cow,2,すでに終わったことや解決済みの問題を蒸し返すこと。,idiom,hard,casual,"Communication, Action",無駄な議論を続ける人に対して使われます。
TP0444,"A: I volunteered to organize the whole event by myself.
B: You might ___.",bite off more than you can swallow,bite off more than you can eat,bite off more than you can chew,bite off more than you can take,2,自分の能力以上のことを引き受けること。,idiom,hard,casual,"Work, Action",キャパオーバーになりそうな人に対して使われます。
TP0445,A: It's so quiet in here. I'll tell a joke to ___.,break the glass,break the ice,break the wall,break the silence,1,初対面の人たちの間の緊張をほぐすこと。,idiom,hard,casual,"Communication, Social",気まずい沈黙を破る時によく使われます。
TP0446,"A: I barely passed the exam with a 60%.
B: You passed ___.",by the hair of your teeth,by the skin of your teeth,by the nail of your teeth,by the bone of your teeth,1,かろうじて、間一髪で。,idiom,hard,casual,"Action, Emotion",ギリギリで何かを達成した時に使われます。
TP0447,"A: We've been working for 10 hours.
B: Let's ___.",call it a night,call it a day,call it a time,call it a shift,1,今日の仕事や作業を切り上げること。,idiom,hard,casual,"Work, Time",作業を終えて休む時によく使われます。
TP0448,"A: I need experience to get a job, but I need a job to get experience.
B: It's a ___.",catch-20,catch-21,catch-22,catch-23,2,矛盾した規則や状況のために抜け出せないジレンマ。,idiom,hard,casual,"Work, Action",どうしようもない矛盾した状況で使われます。
TP0449,"A: I accidentally deleted the file, but I can't get it back.
B: No use ___.",crying over spilled water,crying over spilled milk,crying over spilled juice,crying over spilled tea,1,済んでしまったことを後悔しても無駄であること。,idiom,hard,casual,"Emotion, Action",取り返しのつかない失敗をした時に使われます。
TP0450,"A: I won't accept anything less than $100.
B: That's where I ___.",draw the line,draw the circle,draw the square,draw the border,0,許容できる限界や境界線を設定すること。,idiom,hard,casual,"Action, Communication",これ以上は譲れないという時に使われます。
TP0451,"A: Just stop worrying about it.
B: That's ___.",easier spoken than done,easier said than done,easier talked than done,easier told than done,1,言うは易く行うは難し。,idiom,hard,casual,"Action, Emotion",アドバイスを実行するのが難しい時に使われます。
TP0452,"A: I broke my leg, but I finally had time to read that book.
B: ___.",Every cloud has a silver lining,Every storm has a rainbow,Every rain has a sun,Every night has a day,0,どんな悪いことにも良い面があるということ。,idiom,hard,casual,"Emotion, Social",落ち込んでいる人を励ます時によく使われます。
TP0453,"A: How's the new job?
B: I'm still trying to ___.",find my hands,find my legs,find my feet,find my arms,2,新しい環境や状況に慣れること。,idiom,hard,casual,"Work, Learning",新しい職場や学校でまだ慣れていない時に使われます。
TP0454,"A: He always pranks people, but today someone pranked him.
B: He got a ___.",taste of his own food,taste of his own drink,taste of his own medicine,taste of his own poison,2,自分が他人にしているのと同じ不快な目に遭うこと。,idiom,hard,casual,"Social, Emotion",自業自得な状況で使われます。
TP0455,"A: I really need to go skydiving once in my life.
B: Just do it and ___.",get it out of your head,get it out of your mind,get it out of your system,get it out of your body,2,強い欲求や感情を満たして、未練をなくすこと。,idiom,hard,casual,"Action, Emotion",ずっとやりたかったことを実行する時に使われます。
TP0456,"A: He said he was sick, but I saw him at the mall.
B: Let's give him ___.",the benefit of the doubt,the benefit of the truth,the benefit of the lie,the benefit of the guess,0,証拠がないので、相手の言葉を信じること。,idiom,hard,casual,"Social, Communication",疑わしいが、とりあえず信じてみる時に使われます。
TP0457,"A: Why is she ignoring me?
B: She's giving you ___.",the cold hand,the cold foot,the cold shoulder,the cold arm,2,意図的に冷たくあしらう、無視すること。,idiom,hard,casual,"Social, Emotion",怒って相手を無視している時に使われます。
TP0458,"A: We searched everywhere for that rare book.
B: It was a ___.",wild duck chase,wild swan chase,wild goose chase,wild turkey chase,2,無駄な骨折り、見込みのない追求。,idiom,hard,casual,"Action, Time",徒労に終わった探し物に対して使われます。
TP0459,"A: He never pays attention in class.
B: He always has his ___.",head in the sky,head in the space,head in the clouds,head in the stars,2,空想にふけっている、上の空であること。,idiom,hard,casual,"Learning, Description",現実離れした考えを持っている人に対して使われます。
TP0460,"A: How did you know they were dating?
B: I heard it ___.",on the grapevine,on the apple tree,on the orange tree,on the peach tree,0,噂で聞く、人づてに聞くこと。,idiom,hard,casual,"Communication, Social",情報源を明かさずに噂話を伝える時に使われます。
TP0461,"A: I have a big exam tomorrow.
B: Time to ___.",hit the notes,hit the books,hit the pages,hit the papers,1,猛勉強すること。,idiom,hard,casual,"Learning, Action",試験前などに集中して勉強する時に使われます。
TP0462,"A: Should we tell him the bad news?
B: No, ___.",ignorance is joy,ignorance is peace,ignorance is bliss,ignorance is happiness,2,知らぬが仏、知らない方が幸せであること。,idiom,hard,casual,"Emotion, Communication",知らない方が本人のためになる時に使われます。
TP0463,"A: I didn't mean to yell at you.
B: It's okay, it was in ___.",the heat of the time,the heat of the second,the heat of the minute,the heat of the moment,3,カッとなって、つい衝動的に。,idiom,hard,casual,"Emotion, Action",興奮して思わずやってしまったことの言い訳として使われます。
TP0464,"A: He ruined the project!
B: Well, you helped him. ___.",It takes two to waltz,It takes two to salsa,It takes two to tango,It takes two to swing,2,どっちもどっち、両者に責任があること。,idiom,hard,casual,"Social, Action",喧嘩や問題で両方に非がある時に使われます。
TP0465,"A: I bought a house before getting a loan approved.
B: You ___.",jumped the pistol,jumped the rifle,jumped the cannon,jumped the gun,3,早まる、フライングすること。,idiom,hard,casual,"Action, Time",時期尚早な行動をとった時に使われます。
TP0466,"A: I didn't get the promotion.
B: ___! Better luck next time.",Keep your nose up,Keep your eyes up,Keep your chin up,Keep your head up,2,元気を出して、落ち込まないで。,idiom,hard,casual,"Emotion, Social",落ち込んでいる人を励ます時によく使われます。
TP0467,"A: I can exercise while listening to this audiobook.
B: You can ___.",kill two flies with one swat,kill two birds with one stone,kill two bugs with one spray,kill two mice with one trap,1,一石二鳥、一つの行動で二つの目的を果たすこと。,idiom,hard,casual,"Action, Time",効率よく物事を進める時に使われます。
TP0468,"A: We need to find that missing document.
B: We will ___.",leave no rock unturned,leave no pebble unturned,leave no stone unturned,leave no boulder unturned,2,あらゆる手段を尽くす、徹底的に探すこと。,idiom,hard,casual,"Action, Work",全力で問題解決にあたる時に使われます。
TP0469,"A: Should I bring up the argument we had last year?
B: No, ___.",let sleeping cats lie,let sleeping dogs lie,let sleeping bears lie,let sleeping lions lie,1,寝た子を起こすな、過去の波風を立てないこと。,idiom,hard,casual,"Communication, Social",蒸し返さない方が良い話題について使われます。
TP0470,"A: I'm going to quit my job and start a band.
B: You should ___.",look before you jump,look before you hop,look before you skip,look before you leap,3,行動する前に慎重に考えること。,idiom,hard,casual,"Action, Work",大きな決断をする人へのアドバイスとして使われます。
TP0471,"A: Your filing system is chaotic.
B: There is a ___.",reason to my chaos,logic to my mess,method to my madness,system to my crazy,2,一見無秩序に見えるが、実は理にかなっていること。,idiom,hard,casual,"Work, Description",自分なりのやり方を説明する時に使われます。
TP0472,"A: He makes some really weird decisions.
B: He's not ___.",playing with a full deck,playing with a full hand,playing with a full set,playing with a full pack,0,頭が少しおかしい、または少し抜けていること。,idiom,hard,casual,"Description, Social",常識に欠ける行動をする人に対して使われます。
TP0473,"A: Do you know the population of Japan?
B: Not ___.",off the tip of my head,off the top of my head,off the front of my head,off the back of my head,1,思いつきで、パッとは（分からない）。,idiom,hard,casual,"Learning, Communication",正確な情報がすぐに出てこない時に使われます。
TP0474,"A: I finally finished the marathon!
B: You passed with ___.",flying flags,flying banners,flying colors,flying ribbons,2,見事に、大成功で。,idiom,hard,casual,"Action, Emotion",試験や困難な課題を優秀な成績でクリアした時に使われます。
TP0475,"A: He keeps telling the same joke.
B: He sounds like a ___.",broken radio,broken record,broken tape,broken CD,1,同じことを何度も繰り返して言う人。,idiom,hard,casual,"Communication, Description",しつこく同じことを言う人に対して使われます。
TP0476,"A: We need everyone's help on this project.
B: It's ___.",all hands on deck,all arms on deck,all feet on deck,all legs on deck,0,全員の協力が必要な緊急事態。,idiom,hard,casual,"Work, Action",チーム全員で協力して取り組む必要がある時に使われます。
TP0477,"A: Are you feeling okay?
B: I'm a little ___ today.",under the clouds,under the weather,under the storm,under the rain,1,体調が少し悪いこと。,idiom,hard,casual,"Health, Emotion",深刻ではないが、少し具合が悪い時に使われます。
TP0478,"A: I'm going to confront the boss.
B: You're ___.",playing with fire,playing with water,playing with earth,playing with wind,0,危険なことをする、火遊びをする。,idiom,hard,casual,"Action, Work",リスクの高い行動をとろうとしている人への警告として使われます。
TP0479,"A: They won the championship again!
B: They are on a ___.",spin,turn,roll,wheel,2,絶好調である、連勝中であること。,idiom,hard,casual,"Action, Emotion",物事が連続してうまくいっている時に使われます。
TP0480,"A: Did you sleep well?
B: I slept like a ___.",stone,rock,log,tree,2,ぐっすり眠ること。,idiom,hard,casual,"Health, Time",深く熟睡したことを表現する時に使われます。
TP0481,"A: He always knows the latest gossip.
B: He has his ___ to the ground.",eye,ear,nose,hand,1,世間の動向や噂に注意を払っていること。,idiom,hard,casual,"Communication, Social",情報通である人を表す時に使われます。
TP0482,"A: I can't decide which car to buy.
B: You need to ___.",make up your mind,make up your head,make up your brain,make up your thoughts,0,決心する、心を決めること。,idiom,hard,casual,"Action, Emotion",迷っている人に決断を促す時に使われます。
TP0483,"A: We have a lot of problems to solve.
B: Let's cross that bridge when we ___ it.",see,find,come to,reach to,2,その問題が起きてから対処する、取り越し苦労をしないこと。,idiom,hard,casual,"Action, Time",先のことを心配しすぎないようにアドバイスする時に使われます。
TP0484,"A: The new smartphone is amazing.
B: It's the best thing since ___.",sliced bread,sliced cheese,sliced meat,sliced cake,0,非常に素晴らしい発明やアイデアのこと。,idiom,hard,casual,"Description, Emotion",画期的な新製品などを大げさに褒める時に使われます。
TP0485,"A: I'm not going to that party.
B: Suit ___.",you,your,yourself,yours,2,好きにすればいい、勝手にしろ。,idiom,hard,casual,"Communication, Emotion",相手の決断に対して少し冷たく突き放す時に使われます。
TP0486,"A: Are you sure you can finish this by tomorrow?
B: It's a ___.",piece of pie,piece of cake,piece of bread,piece of cheese,1,とても簡単なこと、朝飯前。,idiom,hard,casual,"Action, Work",楽勝であると自信を見せる時に使われます。
TP0487,"A: I don't know what to do next.
B: The ball is in your ___.",field,court,pitch,yard,1,次はあなたの番だ、あなた次第だ。,idiom,hard,casual,"Action, Communication",相手に決断や行動を委ねる時に使われます。
TP0488,"A: We need to start working on this project.
B: Let's get the ball ___.",bouncing,flying,rolling,spinning,2,物事を始める、軌道に乗せること。,idiom,hard,casual,"Action, Work",プロジェクトなどを開始する時に使われます。
TP0489,"A: I heard you're moving to New York.
B: Who let the ___ out of the bag?",dog,cat,bird,fish,1,秘密を漏らすこと。,idiom,hard,casual,"Communication, Social",隠していたことがバレてしまった時に使われます。
TP0490,"A: He is very rich.
B: He was born with a silver ___ in his mouth.",fork,knife,spoon,plate,2,裕福な家庭に生まれること。,idiom,hard,casual,"Description, Money",苦労を知らないお金持ちに対して使われます。
TP0491,"A: We barely escaped the fire.
B: It was a ___ call.",near,close,tight,short,1,危機一髪、間一髪の出来事。,idiom,hard,casual,"Action, Emotion",危ないところだったという状況で使われます。
TP0492,"A: I don't agree with you.
B: Let's agree to ___.",differ,disagree,argue,fight,1,意見の不一致を認める、議論を平行線で終わらせること。,idiom,hard,casual,"Communication, Social",これ以上議論しても無駄な時に使われます。
TP0493,"A: I'm feeling very nervous.
B: I have ___ in my stomach.",bees,birds,butterflies,bugs,2,緊張してそわそわすること。,idiom,hard,casual,"Emotion, Health",試験や発表の前に緊張している時に使われます。
TP0494,"A: Stop making fun of him.
B: I'm just pulling his ___.",arm,hand,leg,foot,2,からかう、冗談を言うこと。,idiom,hard,casual,"Communication, Social",悪意のない冗談を言っている時に使われます。
TP0495,"A: This rule applies to everyone.
B: It's a rule of ___.",finger,hand,thumb,toe,2,経験則、大まかな基準。,idiom,hard,casual,"Learning, Work",厳密ではないが一般的なルールを示す時に使われます。
TP0496,"A: He betrayed us.
B: He stabbed us in the ___.",front,side,back,chest,2,裏切ること、だまし討ちにすること。,idiom,hard,casual,"Action, Social",信頼していた人に裏切られた時に使われます。
TP0497,"A: We need to face the consequences.
B: It's time to face the ___.",music,noise,sound,song,0,自分の行動の報いを受ける、現実を直視すること。,idiom,hard,casual,"Action, Emotion",逃げずに責任をとるべき時に使われます。
TP0498,"A: I can't keep a secret.
B: My lips are ___.",locked,sealed,closed,shut,1,絶対に秘密を守るということ。,idiom,hard,casual,"Communication, Social",誰かに秘密を打ち明けられた時に安心させるために使われます。
TP0499,"A: They are always together.
B: They are like two peas in a ___.",pod,shell,bag,box,0,そっくりである、非常に仲が良いこと。,idiom,hard,casual,"Description, Social",見た目や性格が似ている二人に対して使われます。
TP0500,"A: I have a feeling something bad will happen.
B: I feel it in my ___.",blood,veins,bones,skin,2,直感的にそう感じる、確信していること。,idiom,hard,casual,"Emotion, Description",理屈ではなく感覚で確信している時に使われます。
